//Exported ASCII-File
[Header]
FileName = D:\Gast\Lei Gao\20250414 Sadeed_Hetero\1.wip
GraphName = H-532nm-10s-ave10-2mw-50obj-spot2
SizeX = 1
SizeY = 1
SizeGraph = 2000
PositionUnit = µm
PositionX = 3205.8
PositionY = 3405.15
PositionZ = 0
XAxisUnit = rel. 1/cm
DataUnit = CCD cts

[Data]
X-Axis	H-532nm-10s-ave10-2mw-50obj-spot2
rel. 1/cm	CCD cts
-8.62991E+02	 5.20300E+02
-8.59982E+02	 5.23400E+02
-8.56974E+02	 5.19700E+02
-8.53967E+02	 5.22600E+02
-8.50962E+02	 5.24300E+02
-8.47957E+02	 5.26700E+02
-8.44953E+02	 5.24200E+02
-8.41950E+02	 5.30800E+02
-8.38948E+02	 5.25100E+02
-8.35947E+02	 5.27700E+02
-8.32947E+02	 5.27300E+02
-8.29948E+02	 5.25000E+02
-8.26950E+02	 5.24100E+02
-8.23953E+02	 5.24500E+02
-8.20958E+02	 5.28700E+02
-8.17963E+02	 5.28400E+02
-8.14969E+02	 5.25900E+02
-8.11976E+02	 5.24600E+02
-8.08984E+02	 5.28900E+02
-8.05992E+02	 5.26100E+02
-8.03002E+02	 5.26900E+02
-8.00013E+02	 5.28500E+02
-7.97025E+02	 5.29800E+02
-7.94038E+02	 5.31600E+02
-7.91052E+02	 5.27200E+02
-7.88067E+02	 5.30000E+02
-7.85083E+02	 5.32000E+02
-7.82100E+02	 5.30100E+02
-7.79117E+02	 5.32200E+02
-7.76136E+02	 5.30300E+02
-7.73156E+02	 5.30500E+02
-7.70177E+02	 5.35700E+02
-7.67198E+02	 5.30900E+02
-7.64221E+02	 5.30600E+02
-7.61245E+02	 5.33500E+02
-7.58269E+02	 5.35200E+02
-7.55295E+02	 5.36800E+02
-7.52321E+02	 5.37100E+02
-7.49349E+02	 5.35000E+02
-7.46377E+02	 5.33600E+02
-7.43407E+02	 5.36500E+02
-7.40437E+02	 5.39000E+02
-7.37469E+02	 5.39000E+02
-7.34501E+02	 5.41900E+02
-7.31534E+02	 5.39300E+02
-7.28569E+02	 5.39500E+02
-7.25604E+02	 5.45100E+02
-7.22640E+02	 5.40300E+02
-7.19678E+02	 5.41900E+02
-7.16716E+02	 5.46300E+02
-7.13755E+02	 5.43600E+02
-7.10795E+02	 5.48400E+02
-7.07836E+02	 5.47600E+02
-7.04878E+02	 5.49900E+02
-7.01921E+02	 5.43500E+02
-6.98965E+02	 5.49100E+02
-6.96010E+02	 5.47500E+02
-6.93056E+02	 5.49800E+02
-6.90103E+02	 5.53100E+02
-6.87151E+02	 5.49900E+02
-6.84200E+02	 5.50300E+02
-6.81249E+02	 5.53100E+02
-6.78300E+02	 5.57200E+02
-6.75352E+02	 5.55900E+02
-6.72405E+02	 5.57000E+02
-6.69458E+02	 5.54300E+02
-6.66513E+02	 5.55000E+02
-6.63568E+02	 5.57600E+02
-6.60625E+02	 5.55500E+02
-6.57682E+02	 5.55700E+02
-6.54741E+02	 5.59600E+02
-6.51800E+02	 5.58900E+02
-6.48860E+02	 5.60600E+02
-6.45921E+02	 5.59600E+02
-6.42984E+02	 5.59000E+02
-6.40047E+02	 5.60000E+02
-6.37111E+02	 5.60400E+02
-6.34176E+02	 5.57900E+02
-6.31242E+02	 5.65300E+02
-6.28309E+02	 5.68300E+02
-6.25377E+02	 5.63200E+02
-6.22446E+02	 5.69700E+02
-6.19516E+02	 5.66600E+02
-6.16586E+02	 5.66700E+02
-6.13658E+02	 5.69400E+02
-6.10731E+02	 5.66900E+02
-6.07804E+02	 5.68800E+02
-6.04879E+02	 5.77000E+02
-6.01954E+02	 5.75100E+02
-5.99031E+02	 5.72600E+02
-5.96108E+02	 5.76200E+02
-5.93187E+02	 5.76400E+02
-5.90266E+02	 5.74600E+02
-5.87346E+02	 5.73900E+02
-5.84427E+02	 5.73300E+02
-5.81509E+02	 5.70600E+02
-5.78592E+02	 5.71700E+02
-5.75676E+02	 5.76600E+02
-5.72761E+02	 5.78500E+02
-5.69847E+02	 5.76700E+02
-5.66934E+02	 5.74300E+02
-5.64022E+02	 5.80500E+02
-5.61110E+02	 5.76700E+02
-5.58200E+02	 5.81300E+02
-5.55291E+02	 5.80500E+02
-5.52382E+02	 5.80900E+02
-5.49475E+02	 5.88000E+02
-5.46568E+02	 5.86700E+02
-5.43662E+02	 5.88900E+02
-5.40758E+02	 5.89000E+02
-5.37854E+02	 5.98300E+02
-5.34951E+02	 5.95400E+02
-5.32049E+02	 5.92300E+02
-5.29148E+02	 5.96800E+02
-5.26248E+02	 6.04200E+02
-5.23349E+02	 6.03400E+02
-5.20450E+02	 6.05200E+02
-5.17553E+02	 6.08400E+02
-5.14657E+02	 6.09300E+02
-5.11761E+02	 6.09100E+02
-5.08867E+02	 6.07900E+02
-5.05973E+02	 6.11700E+02
-5.03081E+02	 6.09200E+02
-5.00189E+02	 6.01000E+02
-4.97298E+02	 5.95400E+02
-4.94408E+02	 6.03700E+02
-4.91519E+02	 6.04000E+02
-4.88631E+02	 6.06300E+02
-4.85744E+02	 6.04200E+02
-4.82858E+02	 6.04400E+02
-4.79973E+02	 6.08600E+02
-4.77089E+02	 6.09700E+02
-4.74205E+02	 6.13900E+02
-4.71323E+02	 6.13800E+02
-4.68441E+02	 6.14700E+02
-4.65561E+02	 6.20400E+02
-4.62681E+02	 6.26700E+02
-4.59802E+02	 6.29900E+02
-4.56924E+02	 6.32900E+02
-4.54048E+02	 6.37000E+02
-4.51172E+02	 6.43100E+02
-4.48296E+02	 6.40500E+02
-4.45422E+02	 6.45700E+02
-4.42549E+02	 6.53100E+02
-4.39677E+02	 6.56400E+02
-4.36805E+02	 6.52200E+02
-4.33935E+02	 6.57100E+02
-4.31065E+02	 6.56700E+02
-4.28197E+02	 6.52900E+02
-4.25329E+02	 6.46600E+02
-4.22462E+02	 6.52600E+02
-4.19596E+02	 6.45100E+02
-4.16731E+02	 6.49800E+02
-4.13867E+02	 6.42700E+02
-4.11004E+02	 6.40400E+02
-4.08141E+02	 6.41900E+02
-4.05280E+02	 6.43900E+02
-4.02420E+02	 6.40300E+02
-3.99560E+02	 6.41700E+02
-3.96701E+02	 6.42900E+02
-3.93844E+02	 6.36600E+02
-3.90987E+02	 6.40700E+02
-3.88131E+02	 6.44700E+02
-3.85276E+02	 6.41200E+02
-3.82422E+02	 6.47300E+02
-3.79569E+02	 6.49700E+02
-3.76716E+02	 6.48900E+02
-3.73865E+02	 6.51900E+02
-3.71015E+02	 6.56200E+02
-3.68165E+02	 6.60900E+02
-3.65316E+02	 6.61800E+02
-3.62469E+02	 6.69500E+02
-3.59622E+02	 6.71400E+02
-3.56776E+02	 6.74200E+02
-3.53931E+02	 6.81200E+02
-3.51087E+02	 6.97300E+02
-3.48243E+02	 7.14700E+02
-3.45401E+02	 7.43400E+02
-3.42560E+02	 7.59000E+02
-3.39719E+02	 7.71300E+02
-3.36880E+02	 7.74200E+02
-3.34041E+02	 7.49700E+02
-3.31203E+02	 7.39700E+02
-3.28366E+02	 7.12000E+02
-3.25530E+02	 6.87600E+02
-3.22695E+02	 6.84600E+02
-3.19861E+02	 6.79000E+02
-3.17027E+02	 6.87600E+02
-3.14195E+02	 6.88100E+02
-3.11363E+02	 6.82200E+02
-3.08533E+02	 6.79600E+02
-3.05703E+02	 6.86200E+02
-3.02874E+02	 6.90400E+02
-3.00046E+02	 6.92300E+02
-2.97219E+02	 6.99100E+02
-2.94393E+02	 7.00700E+02
-2.91567E+02	 7.12500E+02
-2.88743E+02	 7.09900E+02
-2.85919E+02	 7.17800E+02
-2.83097E+02	 7.24000E+02
-2.80275E+02	 7.26600E+02
-2.77454E+02	 7.30200E+02
-2.74634E+02	 7.29400E+02
-2.71815E+02	 7.33600E+02
-2.68997E+02	 7.39400E+02
-2.66179E+02	 7.45200E+02
-2.63363E+02	 7.51000E+02
-2.60548E+02	 7.79500E+02
-2.57733E+02	 8.28400E+02
-2.54919E+02	 9.37700E+02
-2.52106E+02	 1.12150E+03
-2.49294E+02	 1.43730E+03
-2.46483E+02	 1.87670E+03
-2.43673E+02	 2.28180E+03
-2.40864E+02	 2.52930E+03
-2.38055E+02	 2.59010E+03
-2.35247E+02	 2.42340E+03
-2.32441E+02	 1.97050E+03
-2.29635E+02	 1.52410E+03
-2.26830E+02	 1.21260E+03
-2.24026E+02	 1.03240E+03
-2.21223E+02	 9.27900E+02
-2.18420E+02	 8.79400E+02
-2.15619E+02	 8.54100E+02
-2.12819E+02	 8.45800E+02
-2.10019E+02	 8.29500E+02
-2.07220E+02	 8.32100E+02
-2.04422E+02	 8.26000E+02
-2.01625E+02	 8.18000E+02
-1.98829E+02	 8.22500E+02
-1.96034E+02	 8.12400E+02
-1.93239E+02	 8.10900E+02
-1.90446E+02	 8.17700E+02
-1.87653E+02	 8.13200E+02
-1.84861E+02	 8.07600E+02
-1.82070E+02	 8.11800E+02
-1.79280E+02	 8.15900E+02
-1.76491E+02	 8.17400E+02
-1.73703E+02	 8.18800E+02
-1.70915E+02	 8.10500E+02
-1.68129E+02	 8.23300E+02
-1.65343E+02	 8.24900E+02
-1.62558E+02	 8.24800E+02
-1.59774E+02	 8.33400E+02
-1.56991E+02	 8.41000E+02
-1.54209E+02	 8.44800E+02
-1.51428E+02	 8.39900E+02
-1.48647E+02	 8.48400E+02
-1.45868E+02	 8.39200E+02
-1.43089E+02	 8.41400E+02
-1.40311E+02	 8.61000E+02
-1.37534E+02	 8.65800E+02
-1.34758E+02	 8.65900E+02
-1.31983E+02	 8.92200E+02
-1.29208E+02	 9.04100E+02
-1.26435E+02	 9.23000E+02
-1.23662E+02	 9.37900E+02
-1.20890E+02	 9.62200E+02
-1.18119E+02	 9.77500E+02
-1.15349E+02	 1.00760E+03
-1.12580E+02	 1.02160E+03
-1.09811E+02	 1.03800E+03
-1.07044E+02	 1.04370E+03
-1.04277E+02	 1.03090E+03
-1.01511E+02	 1.00160E+03
-9.87464E+01	 1.01220E+03
-9.59823E+01	 1.00840E+03
-9.32190E+01	 1.01050E+03
-9.04567E+01	 1.02980E+03
-8.76951E+01	 1.04300E+03
-8.49345E+01	 1.03220E+03
-8.21747E+01	 1.01420E+03
-7.94157E+01	 1.01240E+03
-7.66576E+01	 1.02150E+03
-7.39004E+01	 1.00030E+03
-7.11440E+01	 1.01210E+03
-6.83884E+01	 1.00990E+03
-6.56338E+01	 1.01150E+03
-6.28799E+01	 1.01120E+03
-6.01269E+01	 1.01560E+03
-5.73748E+01	 1.02890E+03
-5.46235E+01	 1.03410E+03
-5.18731E+01	 1.05600E+03
-4.91235E+01	 1.03730E+03
-4.63748E+01	 1.10380E+03
-4.36269E+01	 1.14110E+03
-4.08799E+01	 1.25040E+03
-3.81337E+01	 1.30060E+03
-3.53884E+01	 1.31930E+03
-3.26439E+01	 1.41950E+03
-2.99003E+01	 1.58240E+03
-2.71575E+01	 1.73510E+03
-2.44156E+01	 1.76510E+03
-2.16745E+01	 1.99210E+03
-1.89342E+01	 2.81620E+03
-1.61948E+01	 3.24930E+03
-1.34563E+01	 5.30990E+03
-1.07185E+01	 1.23475E+04
-7.98167E+00	 3.59558E+04
-5.24564E+00	 6.55350E+04
-2.51046E+00	 6.55350E+04
 2.23888E-01	 6.55350E+04
 2.95739E+00	 6.55350E+04
 5.69005E+00	 6.55350E+04
 8.42187E+00	 6.55350E+04
 1.11529E+01	 6.55350E+04
 1.38830E+01	 6.55350E+04
 1.66123E+01	 6.55350E+04
 1.93408E+01	 3.46439E+04
 2.20684E+01	 1.30413E+04
 2.47952E+01	 5.86290E+03
 2.75211E+01	 4.79980E+03
 3.02462E+01	 2.98910E+03
 3.29705E+01	 2.32610E+03
 3.56939E+01	 2.07680E+03
 3.84165E+01	 1.89580E+03
 4.11383E+01	 1.74970E+03
 4.38592E+01	 1.54320E+03
 4.65793E+01	 1.46950E+03
 4.92986E+01	 1.35900E+03
 5.20170E+01	 1.29250E+03
 5.47346E+01	 1.24740E+03
 5.74514E+01	 1.23100E+03
 6.01673E+01	 1.16150E+03
 6.28824E+01	 1.15030E+03
 6.55967E+01	 1.16710E+03
 6.83101E+01	 1.15370E+03
 7.10227E+01	 1.15150E+03
 7.37345E+01	 1.15690E+03
 7.64455E+01	 1.14860E+03
 7.91556E+01	 1.14680E+03
 8.18649E+01	 1.18240E+03
 8.45733E+01	 1.18810E+03
 8.72810E+01	 1.19120E+03
 8.99878E+01	 1.19100E+03
 9.26938E+01	 1.19750E+03
 9.53989E+01	 1.21600E+03
 9.81032E+01	 1.23380E+03
 1.00807E+02	 1.21110E+03
 1.03509E+02	 1.22770E+03
 1.06211E+02	 1.23020E+03
 1.08912E+02	 1.22350E+03
 1.11612E+02	 1.23510E+03
 1.14312E+02	 1.26240E+03
 1.17010E+02	 1.30700E+03
 1.19708E+02	 1.31420E+03
 1.22405E+02	 1.30720E+03
 1.25101E+02	 1.28900E+03
 1.27796E+02	 1.26350E+03
 1.30491E+02	 1.24550E+03
 1.33185E+02	 1.21180E+03
 1.35877E+02	 1.18810E+03
 1.38569E+02	 1.16830E+03
 1.41260E+02	 1.14700E+03
 1.43951E+02	 1.10640E+03
 1.46640E+02	 1.10550E+03
 1.49329E+02	 1.10220E+03
 1.52017E+02	 1.07870E+03
 1.54704E+02	 1.06820E+03
 1.57390E+02	 1.08620E+03
 1.60076E+02	 1.09380E+03
 1.62760E+02	 1.09410E+03
 1.65444E+02	 1.09170E+03
 1.68127E+02	 1.08720E+03
 1.70809E+02	 1.08440E+03
 1.73491E+02	 1.07870E+03
 1.76171E+02	 1.08060E+03
 1.78851E+02	 1.08670E+03
 1.81530E+02	 1.07890E+03
 1.84208E+02	 1.08400E+03
 1.86886E+02	 1.08860E+03
 1.89562E+02	 1.08250E+03
 1.92238E+02	 1.08640E+03
 1.94913E+02	 1.10290E+03
 1.97587E+02	 1.10480E+03
 2.00260E+02	 1.11030E+03
 2.02932E+02	 1.09540E+03
 2.05604E+02	 1.11870E+03
 2.08275E+02	 1.11660E+03
 2.10945E+02	 1.13060E+03
 2.13614E+02	 1.14140E+03
 2.16283E+02	 1.15620E+03
 2.18950E+02	 1.17550E+03
 2.21617E+02	 1.18840E+03
 2.24283E+02	 1.20710E+03
 2.26948E+02	 1.23580E+03
 2.29613E+02	 1.27780E+03
 2.32276E+02	 1.36670E+03
 2.34939E+02	 1.51390E+03
 2.37601E+02	 1.77620E+03
 2.40262E+02	 2.32320E+03
 2.42922E+02	 3.22720E+03
 2.45582E+02	 4.35230E+03
 2.48241E+02	 5.32630E+03
 2.50899E+02	 5.71640E+03
 2.53556E+02	 5.31050E+03
 2.56212E+02	 4.26660E+03
 2.58868E+02	 2.91420E+03
 2.61523E+02	 1.97390E+03
 2.64177E+02	 1.52290E+03
 2.66830E+02	 1.30580E+03
 2.69482E+02	 1.19990E+03
 2.72134E+02	 1.14970E+03
 2.74784E+02	 1.13120E+03
 2.77434E+02	 1.10980E+03
 2.80084E+02	 1.10140E+03
 2.82732E+02	 1.09690E+03
 2.85380E+02	 1.10590E+03
 2.88026E+02	 1.11120E+03
 2.90672E+02	 1.11100E+03
 2.93317E+02	 1.08640E+03
 2.95962E+02	 1.08930E+03
 2.98606E+02	 1.06370E+03
 3.01248E+02	 1.07710E+03
 3.03890E+02	 1.06770E+03
 3.06532E+02	 1.05150E+03
 3.09172E+02	 1.05580E+03
 3.11812E+02	 1.04540E+03
 3.14451E+02	 1.04360E+03
 3.17089E+02	 1.03990E+03
 3.19726E+02	 1.03970E+03
 3.22362E+02	 1.04030E+03
 3.24998E+02	 1.04050E+03
 3.27633E+02	 1.05410E+03
 3.30267E+02	 1.05450E+03
 3.32900E+02	 1.06630E+03
 3.35533E+02	 1.07880E+03
 3.38165E+02	 1.11370E+03
 3.40796E+02	 1.18020E+03
 3.43426E+02	 1.26070E+03
 3.46055E+02	 1.37380E+03
 3.48684E+02	 1.44080E+03
 3.51312E+02	 1.47990E+03
 3.53939E+02	 1.41470E+03
 3.56565E+02	 1.30180E+03
 3.59191E+02	 1.19210E+03
 3.61815E+02	 1.13410E+03
 3.64439E+02	 1.12310E+03
 3.67062E+02	 1.10520E+03
 3.69685E+02	 1.10070E+03
 3.72306E+02	 1.08640E+03
 3.74927E+02	 1.06910E+03
 3.77547E+02	 1.06690E+03
 3.80166E+02	 1.05300E+03
 3.82785E+02	 1.06200E+03
 3.85402E+02	 1.05740E+03
 3.88019E+02	 1.06090E+03
 3.90635E+02	 1.04960E+03
 3.93250E+02	 1.04250E+03
 3.95865E+02	 1.06090E+03
 3.98479E+02	 1.04190E+03
 4.01092E+02	 1.04480E+03
 4.03704E+02	 1.03930E+03
 4.06315E+02	 1.03520E+03
 4.08926E+02	 1.04910E+03
 4.11536E+02	 1.04030E+03
 4.14145E+02	 1.04540E+03
 4.16753E+02	 1.06000E+03
 4.19361E+02	 1.08060E+03
 4.21968E+02	 1.07830E+03
 4.24574E+02	 1.08710E+03
 4.27179E+02	 1.10000E+03
 4.29783E+02	 1.09770E+03
 4.32387E+02	 1.09700E+03
 4.34990E+02	 1.11030E+03
 4.37592E+02	 1.13030E+03
 4.40193E+02	 1.14620E+03
 4.42794E+02	 1.16630E+03
 4.45394E+02	 1.18680E+03
 4.47993E+02	 1.20710E+03
 4.50591E+02	 1.19180E+03
 4.53189E+02	 1.17900E+03
 4.55785E+02	 1.16190E+03
 4.58381E+02	 1.14640E+03
 4.60977E+02	 1.11600E+03
 4.63571E+02	 1.12880E+03
 4.66165E+02	 1.09540E+03
 4.68758E+02	 1.10100E+03
 4.71350E+02	 1.09340E+03
 4.73941E+02	 1.08130E+03
 4.76532E+02	 1.06850E+03
 4.79122E+02	 1.06810E+03
 4.81711E+02	 1.04860E+03
 4.84299E+02	 1.04810E+03
 4.86886E+02	 1.04290E+03
 4.89473E+02	 1.03800E+03
 4.92059E+02	 1.04510E+03
 4.94644E+02	 1.04860E+03
 4.97229E+02	 1.04780E+03
 4.99813E+02	 1.06090E+03
 5.02396E+02	 1.04480E+03
 5.04978E+02	 1.03760E+03
 5.07559E+02	 1.04940E+03
 5.10140E+02	 1.04230E+03
 5.12720E+02	 1.05610E+03
 5.15299E+02	 1.06530E+03
 5.17877E+02	 1.08790E+03
 5.20455E+02	 1.11340E+03
 5.23032E+02	 1.12430E+03
 5.25608E+02	 1.13140E+03
 5.28183E+02	 1.10730E+03
 5.30758E+02	 1.10940E+03
 5.33332E+02	 1.07230E+03
 5.35905E+02	 1.06670E+03
 5.38477E+02	 1.07760E+03
 5.41049E+02	 1.06650E+03
 5.43620E+02	 1.05630E+03
 5.46190E+02	 1.05090E+03
 5.48759E+02	 1.05230E+03
 5.51328E+02	 1.04700E+03
 5.53896E+02	 1.04520E+03
 5.56463E+02	 1.04070E+03
 5.59029E+02	 1.02940E+03
 5.61594E+02	 1.00900E+03
 5.64159E+02	 1.00310E+03
 5.66723E+02	 9.95300E+02
 5.69287E+02	 1.00140E+03
 5.71849E+02	 9.81500E+02
 5.74411E+02	 9.95700E+02
 5.76972E+02	 9.99600E+02
 5.79532E+02	 1.00460E+03
 5.82092E+02	 1.00160E+03
 5.84650E+02	 9.92600E+02
 5.87209E+02	 9.87300E+02
 5.89766E+02	 9.87800E+02
 5.92322E+02	 9.72900E+02
 5.94878E+02	 9.71200E+02
 5.97433E+02	 9.75900E+02
 5.99987E+02	 9.96200E+02
 6.02541E+02	 9.99900E+02
 6.05094E+02	 1.02240E+03
 6.07646E+02	 1.03400E+03
 6.10197E+02	 1.05050E+03
 6.12748E+02	 1.02670E+03
 6.15298E+02	 1.03670E+03
 6.17847E+02	 1.01760E+03
 6.20395E+02	 1.01310E+03
 6.22943E+02	 9.95400E+02
 6.25489E+02	 9.92100E+02
 6.28035E+02	 1.00900E+03
 6.30581E+02	 1.00640E+03
 6.33125E+02	 1.00070E+03
 6.35669E+02	 1.00200E+03
 6.38212E+02	 1.00620E+03
 6.40755E+02	 9.97200E+02
 6.43296E+02	 9.92600E+02
 6.45837E+02	 9.94900E+02
 6.48378E+02	 1.00780E+03
 6.50917E+02	 1.00750E+03
 6.53456E+02	 1.01720E+03
 6.55994E+02	 1.00830E+03
 6.58531E+02	 1.01350E+03
 6.61067E+02	 9.97300E+02
 6.63603E+02	 1.00400E+03
 6.66138E+02	 9.80900E+02
 6.68672E+02	 9.76500E+02
 6.71206E+02	 9.73800E+02
 6.73739E+02	 9.76500E+02
 6.76271E+02	 9.75500E+02
 6.78802E+02	 9.95700E+02
 6.81333E+02	 9.84100E+02
 6.83862E+02	 9.94600E+02
 6.86391E+02	 9.80900E+02
 6.88920E+02	 9.92500E+02
 6.91447E+02	 9.83100E+02
 6.93974E+02	 9.71300E+02
 6.96501E+02	 9.74300E+02
 6.99026E+02	 9.74100E+02
 7.01551E+02	 9.60500E+02
 7.04075E+02	 9.56800E+02
 7.06598E+02	 9.53600E+02
 7.09120E+02	 9.53000E+02
 7.11642E+02	 9.64200E+02
 7.14163E+02	 9.66000E+02
 7.16684E+02	 9.58900E+02
 7.19203E+02	 9.67700E+02
 7.21722E+02	 9.56100E+02
 7.24240E+02	 9.53300E+02
 7.26758E+02	 9.35100E+02
 7.29274E+02	 9.26800E+02
 7.31790E+02	 9.31900E+02
 7.34305E+02	 9.15500E+02
 7.36820E+02	 8.98900E+02
 7.39334E+02	 9.03200E+02
 7.41847E+02	 8.92100E+02
 7.44359E+02	 9.03100E+02
 7.46871E+02	 8.89600E+02
 7.49382E+02	 8.92400E+02
 7.51892E+02	 8.77000E+02
 7.54401E+02	 8.76900E+02
 7.56910E+02	 8.84300E+02
 7.59418E+02	 8.61800E+02
 7.61925E+02	 8.63500E+02
 7.64431E+02	 8.66600E+02
 7.66937E+02	 8.55100E+02
 7.69442E+02	 8.56500E+02
 7.71947E+02	 8.46700E+02
 7.74450E+02	 8.43900E+02
 7.76953E+02	 8.36000E+02
 7.79455E+02	 8.38100E+02
 7.81957E+02	 8.37200E+02
 7.84458E+02	 8.25500E+02
 7.86958E+02	 8.35900E+02
 7.89457E+02	 8.26100E+02
 7.91956E+02	 8.26300E+02
 7.94453E+02	 8.22700E+02
 7.96951E+02	 8.20000E+02
 7.99447E+02	 8.09100E+02
 8.01943E+02	 8.02700E+02
 8.04438E+02	 8.10300E+02
 8.06932E+02	 8.06300E+02
 8.09426E+02	 8.08200E+02
 8.11918E+02	 8.08200E+02
 8.14411E+02	 7.96600E+02
 8.16902E+02	 8.02400E+02
 8.19393E+02	 8.03300E+02
 8.21883E+02	 8.05300E+02
 8.24372E+02	 8.01800E+02
 8.26860E+02	 7.92500E+02
 8.29348E+02	 7.95000E+02
 8.31835E+02	 7.87600E+02
 8.34322E+02	 8.02900E+02
 8.36808E+02	 8.03100E+02
 8.39293E+02	 7.96300E+02
 8.41777E+02	 8.03000E+02
 8.44260E+02	 7.95100E+02
 8.46743E+02	 7.94900E+02
 8.49225E+02	 8.04300E+02
 8.51707E+02	 7.97200E+02
 8.54188E+02	 8.01400E+02
 8.56668E+02	 7.98500E+02
 8.59147E+02	 7.92100E+02
 8.61625E+02	 7.94300E+02
 8.64103E+02	 7.94800E+02
 8.66580E+02	 7.89700E+02
 8.69057E+02	 7.83700E+02
 8.71533E+02	 7.93500E+02
 8.74008E+02	 7.94400E+02
 8.76482E+02	 7.87600E+02
 8.78956E+02	 7.86300E+02
 8.81429E+02	 7.89000E+02
 8.83901E+02	 7.85500E+02
 8.86372E+02	 7.83500E+02
 8.88843E+02	 7.82100E+02
 8.91313E+02	 7.77300E+02
 8.93783E+02	 7.82600E+02
 8.96251E+02	 7.83100E+02
 8.98719E+02	 7.84700E+02
 9.01187E+02	 7.80900E+02
 9.03653E+02	 7.74200E+02
 9.06119E+02	 7.72700E+02
 9.08584E+02	 7.71900E+02
 9.11049E+02	 7.71100E+02
 9.13513E+02	 7.72500E+02
 9.15976E+02	 7.68000E+02
 9.18438E+02	 7.73800E+02
 9.20900E+02	 7.70900E+02
 9.23361E+02	 7.67200E+02
 9.25821E+02	 7.71500E+02
 9.28280E+02	 7.75300E+02
 9.30739E+02	 7.71400E+02
 9.33198E+02	 7.67000E+02
 9.35655E+02	 7.67700E+02
 9.38112E+02	 7.68600E+02
 9.40568E+02	 7.66700E+02
 9.43023E+02	 7.66500E+02
 9.45478E+02	 7.67000E+02
 9.47932E+02	 7.61500E+02
 9.50385E+02	 7.65500E+02
 9.52838E+02	 7.64800E+02
 9.55290E+02	 7.69500E+02
 9.57741E+02	 7.61700E+02
 9.60191E+02	 7.57200E+02
 9.62641E+02	 7.53500E+02
 9.65090E+02	 7.54600E+02
 9.67539E+02	 7.61200E+02
 9.69986E+02	 7.58000E+02
 9.72433E+02	 7.54700E+02
 9.74880E+02	 7.60300E+02
 9.77325E+02	 7.52800E+02
 9.79770E+02	 7.56200E+02
 9.82215E+02	 7.56200E+02
 9.84658E+02	 7.55500E+02
 9.87101E+02	 7.55300E+02
 9.89543E+02	 7.51700E+02
 9.91985E+02	 7.51400E+02
 9.94425E+02	 7.59300E+02
 9.96866E+02	 7.57100E+02
 9.99305E+02	 7.41100E+02
 1.00174E+03	 7.50000E+02
 1.00418E+03	 7.47200E+02
 1.00662E+03	 7.46200E+02
 1.00906E+03	 7.49000E+02
 1.01149E+03	 7.44000E+02
 1.01393E+03	 7.45500E+02
 1.01636E+03	 7.43200E+02
 1.01880E+03	 7.45300E+02
 1.02123E+03	 7.47100E+02
 1.02366E+03	 7.39000E+02
 1.02609E+03	 7.49000E+02
 1.02852E+03	 7.39000E+02
 1.03095E+03	 7.37500E+02
 1.03338E+03	 7.45300E+02
 1.03581E+03	 7.51200E+02
 1.03824E+03	 7.40400E+02
 1.04067E+03	 7.42800E+02
 1.04310E+03	 7.40100E+02
 1.04552E+03	 7.47800E+02
 1.04795E+03	 7.32000E+02
 1.05037E+03	 7.41300E+02
 1.05280E+03	 7.42100E+02
 1.05522E+03	 7.39100E+02
 1.05764E+03	 7.44400E+02
 1.06007E+03	 7.36900E+02
 1.06249E+03	 7.39300E+02
 1.06491E+03	 7.34500E+02
 1.06733E+03	 7.38600E+02
 1.06975E+03	 7.33000E+02
 1.07217E+03	 7.31300E+02
 1.07459E+03	 7.40000E+02
 1.07700E+03	 7.35000E+02
 1.07942E+03	 7.37400E+02
 1.08184E+03	 7.40300E+02
 1.08425E+03	 7.36800E+02
 1.08667E+03	 7.30900E+02
 1.08908E+03	 7.34100E+02
 1.09149E+03	 7.27300E+02
 1.09391E+03	 7.28200E+02
 1.09632E+03	 7.36200E+02
 1.09873E+03	 7.24900E+02
 1.10114E+03	 7.30700E+02
 1.10355E+03	 7.28200E+02
 1.10596E+03	 7.28700E+02
 1.10837E+03	 7.27600E+02
 1.11078E+03	 7.25000E+02
 1.11318E+03	 7.29600E+02
 1.11559E+03	 7.22700E+02
 1.11800E+03	 7.24600E+02
 1.12040E+03	 7.24700E+02
 1.12281E+03	 7.26400E+02
 1.12521E+03	 7.30200E+02
 1.12761E+03	 7.21800E+02
 1.13002E+03	 7.23200E+02
 1.13242E+03	 7.27600E+02
 1.13482E+03	 7.17900E+02
 1.13722E+03	 7.25800E+02
 1.13962E+03	 7.20200E+02
 1.14202E+03	 7.20900E+02
 1.14442E+03	 7.26200E+02
 1.14682E+03	 7.21900E+02
 1.14921E+03	 7.19700E+02
 1.15161E+03	 7.22600E+02
 1.15401E+03	 7.23500E+02
 1.15640E+03	 7.18400E+02
 1.15880E+03	 7.17400E+02
 1.16119E+03	 7.15300E+02
 1.16358E+03	 7.17800E+02
 1.16598E+03	 7.15500E+02
 1.16837E+03	 7.15900E+02
 1.17076E+03	 7.14600E+02
 1.17315E+03	 7.16000E+02
 1.17554E+03	 7.11600E+02
 1.17793E+03	 7.17300E+02
 1.18032E+03	 7.16100E+02
